PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,Churn
-0.43240181747647266,-3.15099392211752,-3.495691126954073,-2.222991644059638,1.1311302184976362,0.25052025981670384,0.5862809396187308,-1.141591145535343,0.5011935228804618,0.4508328503780267,1.5017855606200476,-0.9861141038777497,0.766392990628022,0.16226173121258883,0.2166313435771935,No
-0.20402431592217607,-0.7944068209809445,-1.2295752141481464,2.796291341704807,-1.391968443870095,1.117723101881534,-0.9966520960100548,1.0478609158951502,0.7890329755703963,0.6633719064227442,-0.7765812507304679,0.15785336640767592,-0.9251471321727491,-1.535978992928258,1.1671430032580812,No
-0.16038159560043647,-2.0897363678678347,-0.8272550386116287,2.4858403846508588,-0.3503616135328351,-0.7634291006470773,-0.587921448531526,0.9486047002001275,0.9557816226338103,-0.27196465548363946,1.7157782507097499,0.1323646718107697,0.6939208653195975,-1.4054912632474237,-0.5382353202745042,Yes
-0.8986710689502182,-0.8788032523768227,-4.982776927469427,-0.17128816833032012,-1.7438789379492545,1.2471405653155705,-0.46832091117058006,0.9285241274381544,0.21497203554001332,1.602781560343958,-0.4356228449349524,0.2652041813664311,-1.4474491301713366,0.215224048175725,1.0124370799727247,No
-0.6138391834765324,-3.175063450461827,1.2044797247628851,0.09340113934387846,0.39640017954575724,-0.5421313694484741,0.46513538768849944,-1.041933461810961,-0.6415604717988663,0.5911507057278713,0.5760111467521916,0.23771238692210425,0.06306088845610305,-0.1908600493709465,0.37804843030505825,Yes
-2.255700852851091,-1.5084537483560685,1.9994539423319213,-0.9767858076442346,-0.012653221104741316,-0.12116967110652045,-0.9737384716795137,-1.0103576941099752,-1.767785057281797,-0.33088782906634373,-0.49007787036245554,-0.4176373656236162,-0.7703360278546599,-0.41736825172517383,0.6956757979151488,Yes
-1.6438926563309577,-0.14691546015687362,0.9908648256774504,0.5376501863792056,-0.046520258612815925,-0.3212090529143116,2.0862935257999102,0.9835316592218689,-0.8541414601016954,-1.2537604622417307,0.9621238760354172,-1.6822457509107638,0.747685922276042,0.13887434235031068,-0.8788651078251013,No
0.38161802783577425,-2.9852264181576897,-4.594206457934212,0.3774573826961075,-0.35078026455419836,-0.6709704135828688,-0.8486839314324094,-0.943617112671661,1.032397540230259,-0.05925338119951025,-0.3500988058451322,-1.0482810644844747,-1.4292158749920842,-0.9674292247879478,-0.7907029236866644,No
-2.879824850668495,0.17826552564755177,1.543959538997976,-0.8603065308226429,0.6977618046491393,0.24495522192435804,-1.026955118626641,-1.0417327952203577,-1.458017835609941,-0.2715653500043522,-0.4417586887797016,0.5696361295013932,-0.7237940092754318,1.130077449049753,0.8172192256296053,Yes
-0.6201120848547318,0.45033233157054325,-1.2617319934588944,2.1540026526335976,-0.24307070677320514,1.635067270814961,0.7886030233446292,0.8967395388172457,0.9815204596704753,1.951536238617272,0.5583966401040615,-0.5329271174371248,0.6473416656046593,-0.9740395751729869,-0.6674201868502294,No
0.1666994027701757,-1.2509564754058817,-1.077984589734945,2.535715584077721,2.011685626563942,0.19584984783225995,0.4139505664369018,0.9396531749607175,0.7749129460135673,-1.109873000039303,0.749990198481241,0.9785122720666807,-0.7151357849615672,-1.2378450181978118,-0.3720779590743514,No
5.817874434163704,0.8877923337917352,0.09837175588090788,-0.6124840544046403,-1.3893008887381209,-1.735840329517631,1.130299380028989,1.0104732431410566,-1.0642923843273084,0.5488370866086526,-0.6268482719674986,0.09085302251215427,0.5747385576716897,-0.21601782614789494,-0.2365475729057596,No
-2.4450638793405193,1.9769832490499977,0.9243906234948333,-0.0530568462986719,-1.5476497195824837,1.727646477788311,1.0184686982812534,1.0814783165203556,-0.8914825918195048,-0.6086587109914273,-2.0200423557405767,-1.482380827139072,-1.0032423169530902,-0.15637879492041265,0.39537639088639526,No
-2.8729897424821673,0.7380891793163622,1.4868090086904993,-0.5555992265565758,-0.9350797209941243,-0.14208955515383814,-1.0515907853628035,1.0461944478075487,-0.7442592903271352,-0.754691414370342,0.6156305998082865,-1.6139215143044734,0.42851573390828473,-0.6123577146528062,0.5027486775904895,Yes
-2.835140191025801,-0.4508174400583562,0.6771329033274626,-0.02934138453519512,-0.3536405704994719,-0.1335674269424241,-1.507918493903137,0.8683744585594333,-1.9523411119446037,0.6688233295734862,-0.1910657916068054,2.0489225012507943,-0.19319954381407814,-0.790010734411989,-0.02574432773713746,No
-3.48017267045395,4.73827422752778,-0.28835369191301585,0.650355792324033,0.42202110592812514,-0.9558867033216012,0.5079290292470736,-0.9420669770817676,-0.5437572646205029,0.033168114985744665,-1.125051311242493,-0.6446530320546268,0.3398680234612645,-0.11896773088272534,-0.522949557415911,No
5.8897488768940365,0.489251842736397,0.15593857111299822,0.5232169060713995,-1.7882023769445563,1.5397640163011475,-1.3593034806172068,-1.0091109794812578,0.4683026965307595,0.29737870792456156,-0.06731592788591585,-0.362527513097013,-0.1421708827847544,-0.030366374830338404,0.005845231618135585,No
-2.6835163877200117,2.919437478100586,0.45633178327967455,0.25284385181799823,0.6349362351362985,-0.9020751223255644,-0.9977073198786377,1.1306520898751118,-0.7088190914699553,0.41937891110355446,-1.3721991874731254,-0.9343379159382342,-1.4648027772147945,-1.585796132366552,-0.298847492099493,No
